Date,Open,High,Low,Close,Volume,Adj Close
2013-12-26,221.339996,221.809998,218.00,220.50,639200,220.50
2013-12-24,220.320007,222.50,218.50,220.300003,505100,220.300003
2013-12-23,219.419998,221.350006,218.050003,220.020004,1307900,220.020004
2013-12-20,219.320007,222.00,216.75,218.660004,2733200,218.660004
2013-12-19,215.669998,220.139999,215.00,219.070007,2492200,219.070007
2013-12-18,217.669998,218.440002,207.330002,215.419998,5582200,215.419998
2013-12-17,229.020004,229.479996,223.389999,223.580002,1481900,223.580002
2013-12-16,230.119995,231.729996,225.720001,228.089996,1475400,228.089996
2013-12-13,232.00,235.490005,228.830002,229.300003,1571600,229.300003
2013-12-12,231.899994,233.850006,228.869995,231.740005,1205700,231.740005
2013-12-11,237.110001,237.110001,230.520004,231.410004,1143700,231.410004
2013-12-10,233.789993,239.169998,233.00,236.979996,1618500,236.979996
2013-12-09,233.240005,237.649994,231.699997,234.809998,1735100,234.809998
2013-12-06,232.149994,235.080002,228.009995,232.990005,2656600,232.990005
2013-12-05,219.179993,227.320007,218.029999,226.440002,1663000,226.440002
2013-12-04,214.759995,221.259995,214.759995,219.020004,1387800,219.020004
2013-12-03,219.25,221.740005,215.00,216.429993,1449400,216.429993
2013-12-02,223.160004,223.830002,219.279999,220.389999,1295400,220.389999
2013-11-29,223.729996,226.690002,222.539993,224.029999,768700,224.029999
2013-11-27,222.279999,225.339996,219.610001,223.130005,1235600,223.130005
2013-11-26,216.889999,223.440002,214.309998,222.929993,1673500,222.929993
2013-11-25,220.190002,220.699997,212.009995,216.619995,1867700,216.619995
2013-11-22,221.00,222.00,216.00,220.25,1651400,220.25
2013-11-21,217.119995,221.770004,216.169998,220.610001,1015100,220.610001
2013-11-20,221.080002,223.309998,214.320007,216.190002,1192400,216.190002
2013-11-19,221.339996,225.300003,220.00,221.380005,1735500,221.380005
2013-11-18,227.619995,231.479996,221.009995,222.070007,2788700,222.070007
2013-11-15,225.50,233.00,224.880005,231.059998,3458100,231.059998
2013-11-14,220.50,223.809998,217.479996,221.440002,2062600,221.440002
2013-11-13,208.50,220.990005,208.229996,220.770004,2826800,220.770004
2013-11-12,212.789993,214.789993,208.00,209.279999,1781700,209.279999
2013-11-11,212.669998,216.75,210.130005,211.660004,2115800,211.660004
2013-11-08,212.520004,216.460007,208.350006,215.169998,2057400,215.169998
2013-11-07,220.660004,221.990005,210.740005,211.470001,3449300,211.470001
2013-11-06,226.990005,229.270004,220.199997,220.779999,2104200,220.779999
2013-11-05,221.210007,227.50,221.009995,224.539993,2056800,224.539993
2013-11-04,219.899994,225.229996,216.389999,223.720001,2620400,223.720001
2013-11-01,225.199997,226.199997,219.009995,219.899994,2756900,219.899994
2013-10-31,221.710007,227.429993,218.00,223.669998,3326900,223.669998
2013-10-30,241.589996,242.699997,222.220001,224.110001,8941600,224.110001
2013-10-29,244.100006,248.00,238.320007,247.139999,4073100,247.139999
2013-10-28,241.369995,246.880005,238.50,243.00,2128300,243.00
2013-10-25,245.820007,246.460007,238.880005,240.699997,1567700,240.699997
2013-10-24,241.910004,245.259995,240.25,243.289993,1262000,243.289993
2013-10-23,241.00,242.589996,235.25,240.830002,1942800,240.830002
2013-10-22,251.50,252.320007,238.449997,244.949997,2693500,244.949997
2013-10-21,251.009995,253.660004,246.320007,249.789993,1541400,249.789993
2013-10-18,246.600006,252.300003,244.50,250.210007,2518600,250.210007
2013-10-17,239.00,241.419998,237.220001,240.00,2013300,240.00
2013-10-16,236.759995,240.369995,236.759995,238.919998,1748700,238.919998
2013-10-15,228.300003,236.899994,227.100006,235.449997,2539500,235.449997
2013-10-14,223.199997,230.00,221.059998,228.50,1574200,228.50
2013-10-11,226.990005,228.889999,223.259995,226.619995,1724700,226.619995
2013-10-10,225.440002,228.75,223.190002,227.550003,2272200,227.550003
2013-10-09,221.029999,226.00,213.50,221.830002,4483000,221.830002
2013-10-08,237.339996,237.360001,217.740005,222.729996,6431600,222.729996
2013-10-07,242.559998,243.699997,237.100006,237.210007,2250100,237.210007
2013-10-04,245.929993,246.679993,242.880005,244.990005,1731900,244.990005
2013-10-03,250.520004,254.199997,242.570007,245.070007,1863400,245.070007
2013-10-02,248.610001,253.559998,248.419998,251.190002,1450500,251.190002
2013-10-01,247.710007,251.300003,243.720001,251.00,1224300,251.00
2013-09-30,243.669998,249.00,240.130005,246.059998,1492600,246.059998
2013-09-27,246.509995,249.479996,244.580002,246.720001,2317500,246.720001
2013-09-26,248.970001,255.839996,248.50,254.009995,1656900,254.009995
2013-09-25,247.350006,249.220001,245.00,246.690002,1097000,246.690002
2013-09-24,239.869995,249.990005,239.779999,245.800003,1745800,245.800003
2013-09-23,242.350006,242.75,233.160004,239.559998,2303800,239.559998
2013-09-20,249.529999,249.550003,241.869995,243.899994,3199700,243.899994
2013-09-19,251.899994,252.300003,246.660004,249.059998,1565500,249.059998
2013-09-18,246.710007,250.360001,246.529999,249.580002,1291300,249.580002
2013-09-17,246.570007,248.490005,244.520004,247.690002,963400,247.690002
2013-09-16,253.009995,253.720001,243.779999,245.00,1437100,245.00
2013-09-13,250.990005,251.990005,247.119995,249.589996,1165100,249.589996
2013-09-12,256.579987,257.200012,249.00,249.699997,1719200,249.699997
2013-09-11,251.309998,257.559998,248.949997,256.140015,1618900,256.140015
2013-09-10,252.259995,252.550003,249.009995,252.169998,1017400,252.169998
2013-09-09,252.380005,254.610001,247.639999,249.009995,1822800,249.009995
2013-09-06,249.800003,253.529999,245.649994,253.220001,2848700,253.220001
2013-09-05,237.50,249.979996,237.220001,248.350006,6215400,248.350006
2013-09-04,240.589996,243.419998,237.50,238.929993,2384100,238.929993
2013-09-03,243.770004,246.699997,241.759995,246.130005,1878600,246.130005
2013-08-30,240.990005,242.470001,238.119995,240.039993,1078000,240.039993
2013-08-29,238.020004,243.550003,238.00,241.119995,1105600,241.119995
2013-08-28,236.929993,240.740005,235.399994,238.880005,985500,238.880005
2013-08-27,238.880005,242.380005,234.679993,235.919998,1592800,235.919998
2013-08-26,240.770004,247.979996,238.509995,242.389999,2035400,242.389999
2013-08-23,235.75,240.880005,235.00,240.369995,1367300,240.369995
2013-08-22,232.380005,235.00,231.779999,234.25,751100,234.25
2013-08-21,231.179993,233.899994,228.75,230.789993,1132200,230.789993
2013-08-20,232.410004,234.199997,228.880005,231.770004,1199000,231.770004
2013-08-19,225.289993,233.50,225.289993,230.50,1706200,230.50
2013-08-16,223.009995,230.00,222.220001,227.009995,2213500,227.009995
2013-08-15,232.50,232.75,227.300003,228.289993,2252900,228.289993
2013-08-14,241.50,241.75,233.979996,236.330002,1729100,236.330002
2013-08-13,240.649994,244.00,238.100006,241.820007,1774500,241.820007
2013-08-12,234.110001,242.00,233.050003,239.649994,2448700,239.649994
2013-08-09,231.380005,234.00,230.880005,232.809998,1132800,232.809998
2013-08-08,234.50,235.800003,230.070007,232.389999,1252400,232.389999
2013-08-07,229.720001,233.210007,227.279999,232.919998,1729600,232.919998
2013-08-06,232.369995,235.490005,229.360001,231.770004,1655800,231.770004
2013-08-05,233.869995,236.00,230.380005,233.639999,2933200,233.639999
2013-08-02,233.470001,237.960007,228.800003,235.580002,7492900,235.580002
2013-08-01,206.990005,213.479996,206.990005,213.00,5087100,213.00
2013-07-31,203.009995,207.279999,202.130005,203.789993,1923800,203.789993
2013-07-30,203.710007,204.720001,201.300003,202.570007,1576500,202.570007
2013-07-29,209.169998,209.389999,201.070007,203.710007,213200,203.710007
2013-07-26,203.399994,208.880005,203.050003,208.529999,2245100,208.529999
2013-07-25,201.789993,206.300003,201.00,203.979996,2817200,203.979996
2013-07-24,196.020004,199.339996,194.110001,197.600006,1176700,197.600006
2013-07-23,198.25,199.360001,193.259995,194.509995,1148700,194.509995
2013-07-22,200.00,200.869995,194.110001,197.039993,1516200,197.039993
2013-07-19,200.929993,202.399994,198.300003,199.289993,2089500,199.289993
2013-07-18,198.699997,207.229996,197.259995,204.160004,2849000,204.160004
2013-07-17,194.009995,199.149994,194.009995,197.940002,1355600,197.940002
2013-07-16,198.110001,198.360001,190.75,193.649994,1814900,193.649994
2013-07-15,200.809998,200.949997,197.50,198.800003,1237000,198.800003
2013-07-12,196.649994,201.669998,195.009995,199.960007,1921800,199.960007
2013-07-11,191.839996,197.139999,190.309998,196.570007,2085800,196.570007
2013-07-10,188.690002,192.169998,187.100006,188.389999,1321400,188.389999
2013-07-09,193.00,193.029999,187.529999,189.339996,1666200,189.339996
2013-07-08,191.690002,193.50,189.639999,192.50,1167900,192.50
2013-07-05,188.919998,191.869995,187.649994,190.300003,1569600,190.300003
2013-07-03,181.850006,188.919998,180.50,188.179993,1393300,188.179993
2013-07-02,182.320007,185.809998,181.160004,182.300003,1501100,182.300003
2013-07-01,180.00,183.529999,177.259995,183.110001,1577500,183.110001
2013-06-28,180.00,181.059998,177.009995,178.300003,2067400,178.300003
2013-06-27,180.789993,182.25,180.00,180.630005,1467800,180.630005
2013-06-26,177.589996,180.839996,177.589996,179.50,1384100,179.50
2013-06-25,174.899994,177.210007,173.009995,176.869995,1132300,176.869995
2013-06-24,169.050003,174.869995,166.050003,172.949997,1559700,172.949997
2013-06-21,176.25,176.880005,169.169998,171.949997,2031100,171.949997
2013-06-20,179.289993,179.830002,172.50,175.259995,2393800,175.259995
2013-06-19,179.020004,183.869995,178.039993,180.970001,1994900,180.970001
2013-06-18,179.160004,181.899994,177.110001,179.419998,1591800,179.419998
2013-06-17,180.00,180.00,175.529999,177.589996,1655800,177.589996
2013-06-14,172.509995,179.899994,171.600006,178.240005,3376000,178.240005
2013-06-13,166.429993,172.389999,165.139999,172.020004,1118600,172.020004
2013-06-12,169.770004,169.889999,166.360001,167.119995,915900,167.119995
2013-06-11,171.449997,174.00,168.179993,168.389999,1533600,168.389999
2013-06-10,172.320007,175.00,170.889999,174.089996,1415300,174.089996
2013-06-07,170.759995,171.679993,168.199997,170.699997,1229000,170.699997
2013-06-06,163.740005,170.220001,163.679993,170.179993,1821300,170.179993
2013-06-05,160.380005,168.399994,160.199997,163.490005,2264000,163.490005
2013-06-04,165.539993,166.139999,161.699997,162.460007,2212600,162.460007
2013-06-03,168.710007,169.330002,160.929993,165.119995,2740500,165.119995
2013-05-31,168.380005,172.00,167.529999,167.529999,1462500,167.529999
2013-05-30,169.00,170.350006,166.850006,169.350006,1311400,169.350006
2013-05-29,167.820007,169.839996,164.169998,168.020004,2004900,168.020004
2013-05-28,176.199997,176.619995,167.059998,169.169998,2875400,169.169998
2013-05-24,175.039993,176.770004,172.619995,173.800003,1363500,173.800003
2013-05-23,173.509995,177.979996,170.800003,176.330002,1809900,176.330002
2013-05-22,184.389999,185.479996,175.50,176.949997,2169900,176.949997
2013-05-21,183.360001,187.300003,183.00,184.309998,1650700,184.309998
2013-05-20,182.089996,185.240005,180.720001,182.309998,1584000,182.309998
2013-05-17,182.479996,184.50,179.649994,182.350006,1706300,182.350006
2013-05-16,182.059998,184.800003,180.899994,181.360001,1803100,181.360001
2013-05-15,184.440002,192.559998,182.350006,184.809998,3865200,184.809998
2013-05-14,175.490005,185.479996,175.210007,184.399994,3911200,184.399994
2013-05-13,171.770004,176.660004,171.009995,175.029999,1824500,175.029999
2013-05-10,177.869995,179.25,170.869995,173.779999,2973000,173.779999
2013-05-09,176.029999,179.649994,175.809998,177.389999,1701600,177.389999
2013-05-08,181.169998,182.550003,175.600006,177.149994,2919200,177.149994
2013-05-07,178.399994,181.169998,177.199997,180.649994,3325400,180.649994
2013-05-06,176.00,178.690002,174.25,176.919998,3490300,176.919998
2013-05-03,184.75,187.75,173.720001,175.589996,11658100,175.589996
2013-05-02,196.610001,202.910004,196.429993,201.669998,6538800,201.669998
2013-05-01,192.610001,195.50,191.029999,194.820007,2637700,194.820007
2013-04-30,189.160004,193.369995,189.160004,192.089996,2256000,192.089996
2013-04-29,188.889999,190.789993,188.050003,188.389999,1365300,188.389999
2013-04-26,187.580002,188.990005,185.160004,187.759995,1209800,187.759995
2013-04-25,188.800003,191.779999,186.309998,187.869995,1991700,187.869995
2013-04-24,185.619995,188.520004,182.949997,187.660004,1865100,187.660004
2013-04-23,178.630005,187.130005,178.279999,186.110001,2179000,186.110001
2013-04-22,175.039993,178.360001,172.369995,177.220001,1468700,177.220001
2013-04-19,175.190002,178.740005,173.910004,174.949997,1650300,174.949997
2013-04-18,179.820007,180.449997,172.490005,173.809998,1996300,173.809998
2013-04-17,179.479996,183.479996,177.339996,179.970001,2168400,179.970001
2013-04-16,179.25,182.929993,176.25,182.470001,2363800,182.470001
2013-04-15,184.270004,185.300003,175.009995,175.369995,2814100,175.369995
2013-04-12,178.330002,186.059998,175.800003,185.389999,2608500,185.389999
2013-04-11,176.539993,183.199997,176.070007,180.179993,2153400,180.179993
2013-04-10,172.960007,177.470001,172.550003,177.309998,1451100,177.309998
2013-04-09,172.240005,175.50,168.550003,172.070007,2247900,172.070007
2013-04-08,172.360001,173.419998,170.270004,172.119995,928500,172.119995
2013-04-05,168.75,173.679993,168.300003,172.770004,1611600,172.770004
2013-04-04,168.00,172.830002,167.059998,172.710007,2069700,172.710007
2013-04-03,172.960007,174.00,165.020004,167.309998,2971100,167.309998
2013-04-02,174.240005,175.699997,171.610001,172.679993,1377500,172.679993
2013-04-01,178.309998,180.389999,172.259995,173.610001,1811300,173.610001
2013-03-28,177.869995,178.460007,175.119995,176.059998,1226600,176.059998
2013-03-27,175.830002,179.130005,175.130005,177.880005,1247000,177.880005
2013-03-26,176.50,177.479996,174.600006,176.050003,1386100,176.050003
2013-03-25,182.25,182.289993,174.380005,175.830002,2423900,175.830002
2013-03-22,174.850006,182.929993,173.880005,181.479996,2691600,181.479996
2013-03-21,173.800003,175.699997,172.630005,175.039993,1372200,175.039993
2013-03-20,174.690002,175.339996,172.919998,174.660004,969300,174.660004
2013-03-19,174.820007,176.199997,171.380005,173.059998,1553900,173.059998
2013-03-18,175.029999,175.169998,171.389999,174.279999,2094600,174.279999
2013-03-15,180.089996,180.660004,177.210007,177.50,2256900,177.50
2013-03-14,182.600006,184.149994,179.50,179.850006,2358400,179.850006
2013-03-13,176.00,181.460007,174.300003,179.270004,2296400,179.270004
2013-03-12,177.00,177.389999,173.610001,176.00,1766100,176.00
2013-03-11,176.740005,178.380005,175.229996,177.080002,1358200,177.080002
2013-03-08,176.699997,177.339996,173.809998,176.860001,1341300,176.860001
2013-03-07,175.020004,175.740005,172.570007,175.360001,1535300,175.360001
2013-03-06,176.539993,178.289993,173.369995,173.649994,1789100,173.649994
2013-03-05,179.00,179.350006,174.190002,175.990005,2869500,175.990005
2013-03-04,170.00,178.229996,169.589996,177.899994,3126600,177.899994
2013-03-01,168.00,171.820007,165.399994,170.460007,2361000,170.460007
2013-02-28,168.100006,169.669998,165.910004,168.179993,2848500,168.179993
2013-02-27,160.139999,169.850006,159.740005,168.550003,4319400,168.550003
2013-02-26,156.410004,159.330002,155.00,157.770004,2742600,157.770004
2013-02-25,161.029999,161.699997,155.839996,156.050003,2051700,156.050003
2013-02-22,158.529999,160.949997,158.009995,160.440002,1720500,160.440002
2013-02-21,157.300003,159.970001,155.300003,157.360001,2750100,157.360001
2013-02-20,161.600006,165.199997,157.770004,158.089996,2827500,158.089996
2013-02-19,160.740005,161.199997,157.830002,160.759995,2708900,160.759995
2013-02-15,161.220001,163.00,160.330002,162.660004,2468300,162.660004
2013-02-14,156.809998,161.770004,156.789993,161.339996,2757400,161.339996
2013-02-13,154.830002,157.770004,154.100006,157.710007,2598200,157.710007
2013-02-12,154.080002,156.270004,152.899994,155.00,3488800,155.00
2013-02-11,151.320007,158.899994,149.00,155.410004,8428300,155.410004
2013-02-08,140.800003,151.889999,140.130005,150.479996,13916900,150.479996
2013-02-07,126.120003,126.239998,122.080002,124.089996,4363000,124.089996
2013-02-06,124.059998,126.529999,123.980003,125.769997,1585500,125.769997
2013-02-05,123.830002,124.839996,122.400002,124.449997,1475000,124.449997
2013-02-04,123.879997,124.139999,122.440002,123.300003,1248500,123.300003
2013-02-01,125.07,125.400002,123.419998,123.82,1277600,123.82
2013-01-31,123.339996,124.980003,122.019997,123.790001,1135000,123.790001
2013-01-30,124.110001,125.379997,122.900002,123.459999,1268300,123.459999
2013-01-29,126.540001,127.099998,124.190002,124.529999,1697100,124.529999
2013-01-28,123.889999,127.449997,123.68,127.199997,2605700,127.199997
2013-01-25,121.599998,124.07,120.160004,123.779999,1849100,123.779999
2013-01-24,120.330002,122.099998,120.110001,121.220001,1749200,121.220001
2013-01-23,119.290001,121.32,119.019997,120.260002,2009300,120.260002
2013-01-22,119.230003,120.93,117.75,119.290001,2049700,119.290001
2013-01-18,118.650002,119.510002,117.50,119.019997,1336700,119.019997
2013-01-17,118.809998,119.860001,117.599998,119.32,1285200,119.32
2013-01-16,117.099998,118.709999,116.580002,118.089996,1532100,118.089996
2013-01-15,117.099998,118.489998,116.309998,117.910004,1621700,117.910004
2013-01-14,118.550003,119.82,116.769997,117.519997,1984200,117.519997
2013-01-11,118.650002,119.800003,117.860001,118.00,2158900,118.00
2013-01-10,115.68,119.370003,115.370003,118.040001,3050600,118.040001
2013-01-09,112.190002,114.199997,112.019997,113.660004,1057900,113.660004
2013-01-08,112.830002,113.00,109.800003,111.169998,1252300,111.169998
2013-01-07,112.220001,115.18,111.75,113.00,1224900,113.00
2013-01-04,113.00,113.400002,111.389999,113.150002,1128500,113.150002
2013-01-03,112.32,113.290001,111.120003,112.449997,1302200,112.449997
2013-01-02,115.709999,116.330002,110.07,112.650002,2562400,112.650002
2012-12-31,112.50,115.519997,112.110001,114.82,1096800,114.82
2012-12-28,113.360001,114.300003,111.580002,112.889999,1390100,112.889999
2012-12-27,114.790001,115.949997,112.470001,114.029999,1260000,114.029999
2012-12-26,115.610001,117.32,114.940002,114.959999,1380800,114.959999
2012-12-24,112.93,116.169998,112.93,116.019997,502100,116.019997
2012-12-21,114.220001,115.440002,112.879997,114.110001,1314700,114.110001
2012-12-20,114.790001,115.839996,113.879997,115.660004,1133000,115.660004
2012-12-19,115.699997,116.870003,114.309998,114.779999,1238500,114.779999
2012-12-18,114.459999,116.269997,113.449997,115.580002,1820800,115.580002
2012-12-17,113.230003,114.889999,112.50,114.330002,1384200,114.330002
2012-12-14,112.510002,113.449997,111.510002,112.989998,1045300,112.989998
2012-12-13,112.589996,113.300003,111.599998,111.989998,1130500,111.989998
2012-12-12,113.779999,114.93,112.580002,112.639999,1609800,112.639999
